# PX4 Flight Data Log
# Test started: 2025-12-23 17:21:29
# Columns: time_s, phase, altitude_m, altitude_error_m, velocity_z_m_s, thrust, thrust_p, thrust_i, thrust_d, integral_error, roll_deg, pitch_deg, yaw_deg, yaw_rate_deg_s
#----------------------------------------------------------------------------------------------------
45.719, TAKEOFF, 9.1404, -6.1404, 8.8915, 0.300000, -0.491232, -0.000000, -0.000000, -0.150000, 0.05, 0.11, 95.79, 0.03
45.982, TAKEOFF, 14.0476, -11.0476, 10.8684, 0.300000, -0.883807, -0.000000, -0.000000, -0.150000, 0.06, 0.10, 95.74, 0.02
46.264, TAKEOFF, 14.7823, -11.7823, 11.1354, 0.300000, -0.942585, -0.000000, -0.000000, -0.150000, 0.05, 0.09, 95.72, -0.00
46.523, TAKEOFF, 20.5887, -17.5887, 12.9456, 0.300000, -1.407093, -0.000000, -0.000000, -0.150000, 0.02, 0.10, 95.68, -0.03
46.782, TAKEOFF, 21.5588, -18.5588, 13.1802, 0.300000, -1.484702, -0.000000, -0.000000, -0.150000, 0.01, 0.09, 95.70, -0.02
47.043, TAKEOFF, 27.9061, -24.9061, 12.8222, 0.300000, -1.992491, -0.000000, -0.000000, -0.150000, -0.00, 0.07, 95.74, 0.02
47.307, TAKEOFF, 28.7233, -25.7233, 12.5567, 0.300000, -2.057863, -0.000000, -0.000000, -0.150000, -0.00, 0.06, 95.73, 0.00
47.589, TAKEOFF, 33.9921, -30.9921, 9.6746, 0.300000, -2.479368, -0.000000, -0.000000, -0.150000, -0.02, 0.04, 95.75, 0.00
47.852, TAKEOFF, 34.5770, -31.5770, 9.2074, 0.300000, -2.526156, -0.000000, -0.000000, -0.150000, -0.02, 0.04, 95.75, 0.02
48.125, TAKEOFF, 37.8851, -34.8851, 5.8107, 0.300000, -2.790804, -0.000000, -0.000000, -0.150000, -0.04, 0.03, 95.78, 0.03
48.409, TAKEOFF, 38.2547, -35.2547, 5.2833, 0.300000, -2.820377, -0.000000, -0.000000, -0.150000, -0.03, 0.03, 95.78, -0.05
48.676, TAKEOFF, 39.6760, -36.6760, 2.1235, 0.300000, -2.934079, -0.000000, -0.000000, -0.150000, -0.03, 0.02, 95.77, -0.02
48.962, TAKEOFF, 39.7710, -36.7710, 1.6560, 0.300000, -2.941676, -0.000000, -0.000000, -0.150000, -0.02, 0.02, 95.77, -0.01
49.227, TAKEOFF, 39.6358, -36.6358, -1.4969, 0.300000, -2.930860, -0.000000, 0.000000, -0.150000, -0.02, 0.00, 95.77, -0.01
49.494, TAKEOFF, 39.4812, -36.4812, -2.0223, 0.300000, -2.918492, -0.000000, 0.000000, -0.150000, -0.02, -0.00, 95.77, 0.02
49.765, TAKEOFF, 37.5848, -34.5848, -5.4039, 0.300000, -2.766781, -0.000000, 0.000000, -0.150000, -0.01, -0.00, 95.78, 0.01
50.041, TAKEOFF, 37.2013, -34.2013, -5.8696, 0.300000, -2.736108, -0.000000, 0.000000, -0.150000, -0.01, 0.00, 95.78, -0.00
50.330, TAKEOFF, 36.7350, -33.7350, -6.3934, 0.300000, -2.698800, -0.000000, 0.000000, -0.150000, -0.00, 0.00, 95.78, -0.01
50.605, TAKEOFF, 29.9283, -26.9283, -11.6768, 0.300000, -2.154263, -0.000000, 0.000000, -0.150000, 0.01, 0.01, 95.79, -0.02
50.873, TAKEOFF, 29.0487, -26.0487, -12.1980, 0.300000, -2.083893, -0.000000, 0.000000, -0.150000, 0.01, 0.01, 95.79, -0.02
51.142, TAKEOFF, 21.9891, -18.9891, -15.7818, 0.300000, -1.519130, -0.000000, 0.000000, -0.150000, 0.01, 0.00, 95.81, -0.05
51.432, TAKEOFF, 20.8191, -17.8191, -16.3012, 0.300000, -1.425531, -0.000000, 0.000000, -0.150000, 0.01, 0.00, 95.81, 0.02
51.705, TAKEOFF, 12.3877, -9.3877, -19.6457, 0.300000, -0.751015, -0.000000, 0.000000, -0.150000, 0.01, 0.01, 95.80, -0.02
51.972, TAKEOFF, 11.1040, -8.1040, -20.1066, 0.300000, -0.648321, -0.000000, 0.000000, -0.150000, 0.00, 0.01, 95.81, 0.01

# Test ended: 2025-12-23 17:22:21
# Total duration: 52.0 seconds
